subjects,train_losses_last,train_accs_last,valid_losses_last,valid_accs_last,train_losses_best,train_accs_best,valid_losses_best,valid_accs_best
23,0.32207302500804263,83.28611898016997,0.8720275163650513,90.0,0.5914234717686971,76.77053824362606,0.29066866636276245,90.0
24,0.25351974964141843,81.94945848375451,0.7712503671646118,90.0,0.546246999502182,64.62093862815884,0.4614623486995697,82.5
25,0.3648403286933899,72.45657568238212,0.9491229057312012,86.20689655172413,0.6582585147448948,58.56079404466501,0.38206711411476135,84.48275862068965
26,0.3098360598087311,71.03174603174604,0.3283420503139496,88.88888888888889,0.4672924429178238,64.68253968253968,0.27092301845550537,86.11111111111111
28,0.3255137838423252,78.28810020876827,3.6211520433425903,71.96691176470588,0.8389020189642906,48.43423799582464,0.5312206596136093,71.18566176470588
29,0.3076266029051372,87.09677419354838,1.5189129114151,87.93103448275862,0.5196920590741294,74.19354838709677,0.4537866711616516,81.03448275862068
30,0.5846601128578186,71.36563876651982,0.5312689542770386,78.125,0.5846601128578186,71.36563876651982,0.5312689542770386,78.125
31,0.38062007129192355,78.25396825396825,0.8137589395046234,90.53819444444444,0.48030188381671907,75.07936507936508,0.40867382287979126,83.40277777777777
32,0.3651585429906845,78.17460317460318,0.561873197555542,86.11111111111111,0.5099045261740685,76.5873015873016,0.28413474559783936,88.88888888888889
33,0.3139551406105359,83.86243386243386,4.8865885734558105,85.18518518518519,0.7323847015698751,73.01587301587301,0.5700385570526123,83.33333333333334
34,0.40263372162977856,69.41896024464832,1.0959824323654175,82.97872340425532,0.56989919145902,55.04587155963303,0.46165502071380615,82.97872340425532
35,0.29674768447875977,83.40675477239354,3.4186946153640747,76.94104381443299,0.790538793260401,49.632892804698976,0.6068053245544434,78.75322164948454
36,0.28096277713775636,82.67148014440433,0.49768322706222534,85.0,0.40828812718391416,80.86642599277978,0.4130823016166687,87.5
37,0.4873862713575363,61.46788990825688,0.6355489492416382,85.1063829787234,0.6486109793186188,53.21100917431193,0.4102442264556885,82.97872340425532
38,0.27487952013810474,84.70948012232415,0.5176387429237366,85.1063829787234,0.3802225242058436,78.89908256880734,0.43200480937957764,87.2340425531915
39,0.33429279710565296,83.12655086848635,1.2153931856155396,91.37931034482759,0.5648777740342277,80.14888337468983,0.3845633566379547,87.93103448275862
40,0.3026078726564135,82.75058275058275,0.6428843140602112,88.52459016393442,0.35532047705990927,78.55477855477857,0.2887445092201233,91.80327868852459
41,0.5621667951345444,71.671388101983,0.5060740113258362,90.0,0.5848317792018255,75.63739376770539,0.40923604369163513,90.0
42,0.3307522620473589,83.12655086848635,1.3270479440689087,82.75862068965517,0.7074112381253924,70.47146401985111,0.504340648651123,82.75862068965517
43,0.41542623937129974,78.17460317460318,0.5146117210388184,83.33333333333334,0.446085661649704,77.77777777777779,0.37235674262046814,83.33333333333334
